flight_date,airline,class,from,dep_time,to,arr_time,duration,price,stops
01-08-2023,AirAsia,economy,Delhi,09:35,Mumbai,00:35,"15h 00m","2,433",1-stop
01-08-2023,SpiceJet,economy,Delhi,18:55,Mumbai,21:05,"02h 10m","2,481",non-stop
01-08-2023,SpiceJet,economy,Delhi,06:20,Mumbai,08:40,"02h 20m","2,481",non-stop
01-08-2023,Indigo,economy,Delhi,10:30,Mumbai,14:35,"04h 05m","2,488",1-stop
01-08-2023,Indigo,economy,Delhi,07:00,Mumbai,14:35,"07h 35m","2,488",1-stop
01-08-2023,Indigo,economy,Delhi,10:30,Mumbai,18:50,"08h 20m","2,488",1-stop
01-08-2023,"Air India",economy,Delhi,18:00,Mumbai,20:00,"02h 00m","2,501",non-stop
01-08-2023,"Air India",economy,Delhi,07:00,Mumbai,09:05,"02h 05m","2,501",non-stop
01-08-2023,"Air India",economy,Delhi,08:00,Mumbai,10:10,"02h 10m","2,501",non-stop
01-08-2023,"Air India",economy,Delhi,10:40,Mumbai,12:50,"02h 10m","2,501",non-stop
01-08-2023,"Air India",economy,Delhi,20:00,Mumbai,22:10,"02h 10m","2,501",non-stop
01-08-2023,"Air India",economy,Delhi,09:00,Mumbai,11:15,"02h 15m","2,501",non-stop
01-08-2023,"Air India",economy,Delhi,19:00,Mumbai,21:15,"02h 15m","2,501",non-stop
01-08-2023,"Air India",economy,Delhi,14:30,Mumbai,18:00,"03h 30m","2,501","1-stop
												Via Indore
												"
01-08-2023,"Air India",economy,Delhi,17:50,Mumbai,21:35,"03h 45m","2,501","1-stop
												Via IXU
												"
01-08-2023,SpiceJet,economy,Delhi,07:20,Mumbai,09:35,"02h 15m","2,647",non-stop
01-08-2023,SpiceJet,economy,Delhi,19:45,Mumbai,22:05,"02h 20m","2,647",non-stop
01-08-2023,Indigo,economy,Delhi,12:00,Mumbai,14:10,"02h 10m","3,031",non-stop
01-08-2023,Indigo,economy,Delhi,17:15,Mumbai,19:25,"02h 10m","3,031",non-stop
01-08-2023,Indigo,economy,Delhi,18:40,Mumbai,20:50,"02h 10m","3,031",non-stop
01-08-2023,Indigo,economy,Delhi,16:00,Mumbai,18:15,"02h 15m","3,031",non-stop
01-08-2023,Indigo,economy,Delhi,09:30,Mumbai,12:00,"02h 30m","3,031",non-stop
01-08-2023,Vistara,economy,Delhi,07:30,Mumbai,09:45,"02h 15m","3,131",non-stop
01-08-2023,Vistara,economy,Delhi,19:00,Mumbai,21:15,"02h 15m","3,131",non-stop
01-08-2023,Vistara,economy,Delhi,08:50,Mumbai,11:10,"02h 20m","3,131",non-stop
01-08-2023,Vistara,economy,Delhi,16:45,Mumbai,19:05,"02h 20m","3,131",non-stop
01-08-2023,Vistara,economy,Delhi,17:45,Mumbai,20:05,"02h 20m","3,131",non-stop
01-08-2023,Indigo,economy,Delhi,10:45,Mumbai,13:05,"02h 20m","2,819",non-stop
01-08-2023,Indigo,economy,Delhi,22:15,Mumbai,05:55,"07h 40m","3,024",1-stop
01-08-2023,Indigo,economy,Delhi,09:05,Mumbai,13:15,"04h 10m","3,085",1-stop
01-08-2023,Indigo,economy,Delhi,14:20,Mumbai,16:35,"02h 15m","3,606",non-stop
01-08-2023,"GO FIRST",economy,Delhi,19:55,Mumbai,02:00,"06h 05m","3,363",1-stop
01-08-2023,SpiceJet,economy,Delhi,19:20,Mumbai,23:50,"04h 30m","3,405",1-stop
01-08-2023,SpiceJet,economy,Delhi,19:20,Mumbai,10:35,"15h 15m","3,405",1-stop
01-08-2023,"Air India",economy,Delhi,06:05,Mumbai,15:50,"09h 45m","3,536",1-stop
01-08-2023,Indigo,economy,Delhi,12:45,Mumbai,20:45,"08h 00m","3,581",1-stop
01-08-2023,Indigo,economy,Delhi,07:25,Mumbai,16:05,"08h 40m","3,581",1-stop
01-08-2023,Indigo,economy,Delhi,21:50,Mumbai,08:15,"10h 25m","3,581",1-stop
01-08-2023,Indigo,economy,Delhi,20:20,Mumbai,05:55,"09h 35m","3,584",1-stop
01-08-2023,Indigo,economy,Delhi,22:15,Mumbai,08:25,"10h 10m","3,694",1-stop
01-08-2023,"GO FIRST",economy,Delhi,16:40,Mumbai,21:25,"04h 45m","3,734",1-stop
01-08-2023,"GO FIRST",economy,Delhi,16:40,Mumbai,02:00,"09h 20m","3,734",1-stop
01-08-2023,AirAsia,economy,Delhi,19:00,Mumbai,00:35,"05h 35m","3,770",1-stop
01-08-2023,AirAsia,economy,Delhi,19:00,Mumbai,07:15,"12h 15m","3,770",1-stop
01-08-2023,Indigo,economy,Delhi,21:15,Mumbai,23:30,"02h 15m","4,159",non-stop
01-08-2023,"Air India",economy,Delhi,11:55,Mumbai,15:50,"03h 55m","3,802",1-stop
01-08-2023,"Air India",economy,Delhi,09:45,Mumbai,23:55,"14h 10m","3,869",1-stop
01-08-2023,"Air India",economy,Delhi,08:10,Mumbai,23:55,"15h 45m","3,869",1-stop
01-08-2023,"Air India",economy,Delhi,21:25,Mumbai,23:55,"26h 30m","3,869",1-stop
01-08-2023,"Air India",economy,Delhi,09:50,Mumbai,18:15,"08h 25m","3,894",1-stop
01-08-2023,"Air India",economy,Delhi,20:40,Mumbai,08:05,"11h 25m","3,894",1-stop
01-08-2023,"Air India",economy,Delhi,06:05,Mumbai,18:15,"12h 10m","3,894",1-stop
01-08-2023,"Air India",economy,Delhi,16:15,Mumbai,08:05,"15h 50m","3,894",1-stop
01-08-2023,"Air India",economy,Delhi,09:50,Mumbai,08:05,"22h 15m","3,894",1-stop
01-08-2023,"Air India",economy,Delhi,06:05,Mumbai,08:05,"26h 00m","3,894",1-stop
01-08-2023,"Air India",economy,Delhi,20:00,Mumbai,20:45,"24h 45m","3,936",1-stop
01-08-2023,Indigo,economy,Delhi,17:55,Mumbai,23:15,"05h 20m","3,999",1-stop
01-08-2023,Indigo,economy,Delhi,12:55,Mumbai,23:15,"10h 20m","3,999",1-stop
01-08-2023,Indigo,economy,Delhi,18:30,Mumbai,23:25,"04h 55m","4,003",1-stop
01-08-2023,Indigo,economy,Delhi,14:05,Mumbai,17:55,"03h 50m","4,008",1-stop
01-08-2023,Indigo,economy,Delhi,10:15,Mumbai,17:55,"07h 40m","4,008",1-stop
01-08-2023,Indigo,economy,Delhi,14:05,Mumbai,22:25,"08h 20m","4,008",1-stop
01-08-2023,SpiceJet,economy,Delhi,15:30,Mumbai,12:35,"21h 05m","4,017",1-stop
01-08-2023,Vistara,economy,Delhi,17:10,Mumbai,11:00,"17h 50m","4,425",1-stop
01-08-2023,Vistara,economy,Delhi,13:40,Mumbai,11:00,"21h 20m","4,425",1-stop
01-08-2023,Indigo,economy,Delhi,05:15,Mumbai,10:05,"04h 50m","4,096",1-stop
01-08-2023,Indigo,economy,Delhi,07:20,Mumbai,12:25,"05h 05m","4,096",1-stop
01-08-2023,"Air India",economy,Delhi,05:55,Mumbai,23:25,"17h 30m","4,203",1-stop
01-08-2023,SpiceJet,economy,Delhi,07:45,Mumbai,12:00,"04h 15m","4,239",1-stop
01-08-2023,"Air India",economy,Delhi,05:15,Mumbai,23:05,"17h 50m","4,275","1-stop
												Via Raipur
												"
01-08-2023,Vistara,economy,Delhi,07:10,Mumbai,14:30,"07h 20m","4,738",1-stop
01-08-2023,Vistara,economy,Delhi,07:10,Mumbai,22:35,"15h 25m","4,738",1-stop
01-08-2023,Indigo,economy,Delhi,13:50,Mumbai,19:50,"06h 00m","4,398",1-stop
01-08-2023,Vistara,economy,Delhi,13:40,Mumbai,15:15,"25h 35m","4,829",1-stop
01-08-2023,Indigo,economy,Delhi,18:00,Mumbai,22:25,"04h 25m","4,529",1-stop
01-08-2023,SpiceJet,economy,Delhi,15:45,Mumbai,17:30,"25h 45m","4,627",1-stop
01-08-2023,Vistara,economy,Delhi,13:20,Mumbai,18:20,"05h 00m","5,018",1-stop
01-08-2023,Indigo,economy,Delhi,10:00,Mumbai,19:40,"09h 40m","4,682",2+-stop
01-08-2023,Vistara,economy,Delhi,13:30,Mumbai,22:35,"09h 05m","5,090",1-stop
01-08-2023,Vistara,economy,Delhi,17:25,Mumbai,09:00,"15h 35m","5,090",1-stop
01-08-2023,Vistara,economy,Delhi,17:25,Mumbai,11:40,"18h 15m","5,090",1-stop
01-08-2023,"Air India",economy,Delhi,17:15,Mumbai,23:55,"06h 40m","4,795",1-stop
01-08-2023,"GO FIRST",economy,Delhi,09:10,Mumbai,16:15,"07h 05m","4,841",1-stop
01-08-2023,"Air India",economy,Delhi,20:40,Mumbai,17:05,"20h 25m","4,902",1-stop
01-08-2023,"Air India",economy,Delhi,16:15,Mumbai,17:05,"24h 50m","4,902",1-stop
01-08-2023,"Air India",economy,Delhi,19:00,Mumbai,15:50,"20h 50m","4,912",1-stop
01-08-2023,AirAsia,economy,Delhi,16:05,Mumbai,00:35,"08h 30m","4,916",1-stop
01-08-2023,AirAsia,economy,Delhi,16:05,Mumbai,07:15,"15h 10m","4,916",1-stop
01-08-2023,Vistara,economy,Delhi,17:40,Mumbai,23:00,"05h 20m","5,279",1-stop
01-08-2023,Vistara,economy,Delhi,07:30,Mumbai,14:30,"07h 00m","5,279",1-stop
01-08-2023,Vistara,economy,Delhi,14:45,Mumbai,23:00,"08h 15m","5,279",1-stop
01-08-2023,Vistara,economy,Delhi,10:25,Mumbai,23:00,"12h 35m","5,279",1-stop
01-08-2023,Vistara,economy,Delhi,20:35,Mumbai,10:00,"13h 25m","5,279",1-stop
01-08-2023,Vistara,economy,Delhi,07:30,Mumbai,23:00,"15h 30m","5,279",1-stop
01-08-2023,Vistara,economy,Delhi,17:40,Mumbai,10:00,"16h 20m","5,279",1-stop
01-08-2023,Vistara,economy,Delhi,20:35,Mumbai,14:30,"17h 55m","5,279",1-stop
01-08-2023,Vistara,economy,Delhi,14:45,Mumbai,10:00,"19h 15m","5,279",1-stop
01-08-2023,Vistara,economy,Delhi,17:40,Mumbai,14:30,"20h 50m","5,279",1-stop
01-08-2023,"Air India",economy,Delhi,12:10,Mumbai,20:05,"07h 55m","4,988",1-stop
01-08-2023,"Air India",economy,Delhi,13:15,Mumbai,17:50,"04h 35m","5,029",1-stop
01-08-2023,Vistara,economy,Delhi,19:55,Mumbai,09:00,"13h 05m","5,409",1-stop
01-08-2023,Vistara,economy,Delhi,19:55,Mumbai,11:40,"15h 45m","5,409",1-stop
01-08-2023,Vistara,economy,Delhi,17:10,Mumbai,21:35,"04h 25m","5,418",1-stop
01-08-2023,Vistara,economy,Delhi,13:40,Mumbai,21:35,"07h 55m","5,418",1-stop
01-08-2023,AirAsia,economy,Delhi,12:20,Mumbai,02:25,"14h 05m","5,282",1-stop
01-08-2023,"Air India",economy,Delhi,20:15,Mumbai,17:50,"21h 35m","5,334",1-stop
01-08-2023,"GO FIRST",economy,Delhi,15:00,Mumbai,22:05,"07h 05m","5,376",1-stop
01-08-2023,"GO FIRST",economy,Delhi,12:50,Mumbai,22:05,"09h 15m","5,376",1-stop
01-08-2023,"Air India",economy,Delhi,06:50,Mumbai,20:05,"13h 15m","5,414",1-stop
01-08-2023,"Air India",economy,Delhi,11:00,Mumbai,17:25,"06h 25m","5,500",1-stop
01-08-2023,"Air India",economy,Delhi,16:50,Mumbai,23:05,"06h 15m","5,562",1-stop
01-08-2023,"Air India",economy,Delhi,14:10,Mumbai,23:05,"08h 55m","5,562",1-stop
01-08-2023,"GO FIRST",economy,Delhi,08:00,Mumbai,14:05,"06h 05m","5,640",1-stop
01-08-2023,"GO FIRST",economy,Delhi,06:05,Mumbai,14:05,"08h 00m","5,640",1-stop
01-08-2023,"Air India",economy,Delhi,10:15,Mumbai,15:40,"05h 25m","5,696",1-stop
01-08-2023,"Air India",economy,Delhi,12:55,Mumbai,19:15,"06h 20m","5,714",1-stop
01-08-2023,"Air India",economy,Delhi,07:05,Mumbai,13:25,"06h 20m","5,760",1-stop
01-08-2023,"Air India",economy,Delhi,18:40,Mumbai,17:25,"22h 45m","5,778",1-stop
01-08-2023,SpiceJet,economy,Delhi,18:10,Mumbai,07:25,"13h 15m","5,819",1-stop
01-08-2023,"GO FIRST",economy,Delhi,20:35,Mumbai,07:50,"11h 15m","5,864",1-stop
01-08-2023,"Air India",economy,Delhi,20:15,Mumbai,12:25,"16h 10m","5,868",1-stop
01-08-2023,"Air India",economy,Delhi,16:55,Mumbai,12:25,"19h 30m","5,868",1-stop
01-08-2023,"Air India",economy,Delhi,05:15,Mumbai,16:25,"11h 10m","5,911",1-stop
01-08-2023,"Air India",economy,Delhi,16:30,Mumbai,16:25,"23h 55m","5,911",1-stop
01-08-2023,Vistara,economy,Delhi,05:55,Mumbai,11:25,"05h 30m","6,359",1-stop
01-08-2023,Vistara,economy,Delhi,16:05,Mumbai,21:50,"05h 45m","6,359",1-stop
01-08-2023,Vistara,economy,Delhi,17:35,Mumbai,23:25,"05h 50m","6,359",1-stop
01-08-2023,Vistara,economy,Delhi,14:15,Mumbai,20:15,"06h 00m","6,359",1-stop
01-08-2023,Vistara,economy,Delhi,14:15,Mumbai,20:45,"06h 30m","6,359",1-stop
01-08-2023,Vistara,economy,Delhi,16:05,Mumbai,23:25,"07h 20m","6,359",1-stop
01-08-2023,Vistara,economy,Delhi,14:15,Mumbai,21:50,"07h 35m","6,359",1-stop
01-08-2023,Vistara,economy,Delhi,14:15,Mumbai,23:25,"09h 10m","6,359",1-stop
01-08-2023,Vistara,economy,Delhi,09:05,Mumbai,20:15,"11h 10m","6,359",1-stop
01-08-2023,Vistara,economy,Delhi,20:40,Mumbai,08:15,"11h 35m","6,359",1-stop
01-08-2023,Vistara,economy,Delhi,09:05,Mumbai,20:45,"11h 40m","6,359",1-stop
01-08-2023,Vistara,economy,Delhi,08:05,Mumbai,20:15,"12h 10m","6,359",1-stop
01-08-2023,Vistara,economy,Delhi,19:50,Mumbai,08:15,"12h 25m","6,359",1-stop
01-08-2023,Vistara,economy,Delhi,08:05,Mumbai,20:45,"12h 40m","6,359",1-stop
01-08-2023,Vistara,economy,Delhi,09:05,Mumbai,21:50,"12h 45m","6,359",1-stop
01-08-2023,"GO FIRST",economy,Delhi,10:30,Mumbai,18:30,"08h 00m","6,018",1-stop
01-08-2023,"GO FIRST",economy,Delhi,10:30,Mumbai,18:30,"08h 00m","6,018",1-stop
01-08-2023,"GO FIRST",economy,Delhi,09:00,Mumbai,15:45,"06h 45m","6,150",1-stop
01-08-2023,"GO FIRST",economy,Delhi,06:00,Mumbai,15:45,"09h 45m","6,150",1-stop
01-08-2023,"GO FIRST",economy,Delhi,09:00,Mumbai,20:20,"11h 20m","6,150",1-stop
01-08-2023,"GO FIRST",economy,Delhi,21:00,Mumbai,08:50,"11h 50m","6,150",1-stop
01-08-2023,Indigo,economy,Delhi,05:30,Mumbai,10:55,"05h 25m","6,183",1-stop
01-08-2023,"GO FIRST",economy,Delhi,06:05,Mumbai,11:40,"05h 35m","6,207",1-stop
01-08-2023,"GO FIRST",economy,Delhi,18:40,Mumbai,07:20,"12h 40m","6,207",1-stop
01-08-2023,"Air India",economy,Delhi,17:20,Mumbai,21:05,"27h 45m","6,243",1-stop
01-08-2023,"Air India",economy,Delhi,05:30,Mumbai,16:25,"10h 55m","6,375",1-stop
01-08-2023,"Air India",economy,Delhi,14:30,Mumbai,16:25,"25h 55m","6,375",1-stop
01-08-2023,"Air India",economy,Delhi,20:15,Mumbai,20:05,"23h 50m","6,379",1-stop
01-08-2023,"Air India",economy,Delhi,16:55,Mumbai,20:05,"27h 10m","6,379",1-stop
01-08-2023,"Air India",economy,Delhi,06:20,Mumbai,13:35,"07h 15m","6,402",1-stop
01-08-2023,"Air India",economy,Delhi,04:55,Mumbai,15:00,"10h 05m","6,791",1-stop
01-08-2023,"Air India",economy,Delhi,22:00,Mumbai,08:20,"10h 20m","6,853",1-stop
01-08-2023,Vistara,economy,Delhi,07:30,Mumbai,13:00,"05h 30m","7,651",1-stop
01-08-2023,Vistara,economy,Delhi,17:30,Mumbai,23:30,"06h 00m","7,651",1-stop
01-08-2023,Vistara,economy,Delhi,06:30,Mumbai,13:00,"06h 30m","7,651",1-stop
01-08-2023,Vistara,economy,Delhi,15:55,Mumbai,23:30,"07h 35m","7,651",1-stop
01-08-2023,Vistara,economy,Delhi,07:30,Mumbai,20:20,"12h 50m","7,651",1-stop
01-08-2023,Vistara,economy,Delhi,06:30,Mumbai,20:20,"13h 50m","7,651",1-stop
01-08-2023,"Air India",economy,Delhi,09:50,Mumbai,15:55,"30h 05m","7,414","1-stop
												Via Chennai
												"
01-08-2023,"GO FIRST",economy,Delhi,10:50,Mumbai,19:40,"08h 50m","7,511",1-stop
01-08-2023,"GO FIRST",economy,Delhi,19:25,Mumbai,07:45,"12h 20m","7,544",1-stop
01-08-2023,"GO FIRST",economy,Delhi,10:50,Mumbai,18:20,"07h 30m","7,651",1-stop
01-08-2023,"Air India",economy,Delhi,16:45,Mumbai,17:50,"25h 05m","7,683",1-stop
01-08-2023,"GO FIRST",economy,Delhi,05:50,Mumbai,15:20,"09h 30m","7,983",1-stop
01-08-2023,"Air India",economy,Delhi,10:55,Mumbai,16:35,"05h 40m","8,019",1-stop
01-08-2023,Vistara,economy,Delhi,13:20,Mumbai,16:00,"26h 40m","8,486",1-stop
01-08-2023,"Air India",economy,Delhi,10:55,Mumbai,22:25,"11h 30m","8,348",1-stop
01-08-2023,"Air India",economy,Delhi,09:55,Mumbai,18:15,"08h 20m","8,678",1-stop
01-08-2023,"Air India",economy,Delhi,18:30,Mumbai,13:25,"18h 55m","9,472",1-stop
01-08-2023,"GO FIRST",economy,Delhi,06:25,Mumbai,18:10,"11h 45m","9,973",1-stop
01-08-2023,"Air India",economy,Delhi,13:15,Mumbai,13:25,"24h 10m","10,119","1-stop
												Via GOP
												"
01-08-2023,"GO FIRST",economy,Delhi,09:15,Mumbai,18:10,"08h 55m","11,350",1-stop
01-08-2023,"GO FIRST",economy,Delhi,11:50,Mumbai,18:10,"06h 20m","12,719",1-stop
01-08-2023,Vistara,economy,Delhi,18:40,Mumbai,14:45,"20h 05m","15,613",1-stop
02-08-2023,Vistara,economy,Delhi,20:40,Mumbai,22:50,"02h 10m","2,713",non-stop
02-08-2023,Vistara,economy,Delhi,21:40,Mumbai,23:50,"02h 10m","2,713",non-stop
02-08-2023,Vistara,economy,Delhi,09:30,Mumbai,11:35,"02h 05m","2,727",non-stop
02-08-2023,Vistara,economy,Delhi,12:50,Mumbai,15:00,"02h 10m","2,727",non-stop
02-08-2023,Vistara,economy,Delhi,14:20,Mumbai,16:30,"02h 10m","2,727",non-stop
02-08-2023,Vistara,economy,Delhi,10:20,Mumbai,12:35,"02h 15m","2,727",non-stop
02-08-2023,Vistara,economy,Delhi,11:40,Mumbai,14:00,"02h 20m","2,727",non-stop
02-08-2023,"GO FIRST",economy,Delhi,13:30,Mumbai,15:35,"02h 05m","2,434",non-stop
02-08-2023,"GO FIRST",economy,Delhi,17:00,Mumbai,19:05,"02h 05m","2,434",non-stop
02-08-2023,Indigo,economy,Delhi,02:00,Mumbai,04:10,"02h 10m","2,434",non-stop
02-08-2023,AirAsia,economy,Delhi,04:25,Mumbai,06:35,"02h 10m","2,434",non-stop
02-08-2023,Indigo,economy,Delhi,06:30,Mumbai,08:40,"02h 10m","2,434",non-stop
02-08-2023,"GO FIRST",economy,Delhi,07:00,Mumbai,09:10,"02h 10m","2,434",non-stop
02-08-2023,Indigo,economy,Delhi,07:15,Mumbai,09:25,"02h 10m","2,434",non-stop
02-08-2023,"GO FIRST",economy,Delhi,08:00,Mumbai,10:10,"02h 10m","2,434",non-stop
02-08-2023,Indigo,economy,Delhi,08:10,Mumbai,10:20,"02h 10m","2,434",non-stop
02-08-2023,"GO FIRST",economy,Delhi,22:30,Mumbai,00:40,"02h 10m","2,434",non-stop
02-08-2023,"GO FIRST",economy,Delhi,02:00,Mumbai,04:15,"02h 15m","2,434",non-stop
02-08-2023,"GO FIRST",economy,Delhi,14:20,Mumbai,16:35,"02h 15m","2,434",non-stop
02-08-2023,"GO FIRST",economy,Delhi,15:00,Mumbai,17:15,"02h 15m","2,434",non-stop
02-08-2023,"GO FIRST",economy,Delhi,19:40,Mumbai,21:55,"02h 15m","2,434",non-stop
02-08-2023,Indigo,economy,Delhi,20:00,Mumbai,22:15,"02h 15m","2,434",non-stop
02-08-2023,Indigo,economy,Delhi,08:45,Mumbai,11:05,"02h 20m","2,434",non-stop
02-08-2023,"GO FIRST",economy,Delhi,10:30,Mumbai,12:50,"02h 20m","2,434",non-stop
02-08-2023,"GO FIRST",economy,Delhi,18:50,Mumbai,21:10,"02h 20m","2,434",non-stop
02-08-2023,Indigo,economy,Delhi,04:45,Mumbai,07:10,"02h 25m","2,434",non-stop
02-08-2023,AirAsia,economy,Delhi,08:00,Mumbai,20:35,"12h 35m","2,433",1-stop
02-08-2023,AirAsia,economy,Delhi,22:10,Mumbai,12:25,"14h 15m","2,433",1-stop
02-08-2023,SpiceJet,economy,Delhi,06:20,Mumbai,08:40,"02h 20m","2,481",non-stop
02-08-2023,Indigo,economy,Delhi,07:00,Mumbai,14:35,"07h 35m","2,488",1-stop
02-08-2023,"Air India",economy,Delhi,07:00,Mumbai,09:05,"02h 05m","2,501",non-stop
02-08-2023,"Air India",economy,Delhi,08:00,Mumbai,10:10,"02h 10m","2,501",non-stop
02-08-2023,"Air India",economy,Delhi,10:40,Mumbai,12:50,"02h 10m","2,501",non-stop
02-08-2023,"Air India",economy,Delhi,09:00,Mumbai,11:15,"02h 15m","2,501",non-stop
02-08-2023,"Air India",economy,Delhi,14:30,Mumbai,18:00,"03h 30m","2,501","1-stop
												Via Indore
												"
02-08-2023,"Air India",economy,Delhi,17:50,Mumbai,21:35,"03h 45m","2,501","1-stop
												Via IXU
												"
02-08-2023,Vistara,economy,Delhi,15:30,Mumbai,17:40,"02h 10m","2,939",non-stop
02-08-2023,Vistara,economy,Delhi,19:50,Mumbai,22:00,"02h 10m","2,939",non-stop
02-08-2023,SpiceJet,economy,Delhi,18:55,Mumbai,21:05,"02h 10m","2,647",non-stop
02-08-2023,SpiceJet,economy,Delhi,07:20,Mumbai,09:35,"02h 15m","2,647",non-stop
02-08-2023,SpiceJet,economy,Delhi,19:45,Mumbai,22:05,"02h 20m","2,647",non-stop
02-08-2023,Vistara,economy,Delhi,07:30,Mumbai,09:45,"02h 15m","3,131",non-stop
02-08-2023,Vistara,economy,Delhi,19:00,Mumbai,21:15,"02h 15m","3,131",non-stop
02-08-2023,Vistara,economy,Delhi,08:50,Mumbai,11:10,"02h 20m","3,131",non-stop
02-08-2023,Vistara,economy,Delhi,16:45,Mumbai,19:05,"02h 20m","3,131",non-stop
02-08-2023,"GO FIRST",economy,Delhi,15:30,Mumbai,17:35,"02h 05m","2,818",non-stop
02-08-2023,Indigo,economy,Delhi,10:45,Mumbai,13:05,"02h 20m","2,819",non-stop
02-08-2023,"Air India",economy,Delhi,18:00,Mumbai,20:00,"02h 00m","2,819",non-stop
02-08-2023,"Air India",economy,Delhi,20:00,Mumbai,22:10,"02h 10m","2,819",non-stop
02-08-2023,"Air India",economy,Delhi,19:00,Mumbai,21:15,"02h 15m","2,819",non-stop
02-08-2023,Vistara,economy,Delhi,17:45,Mumbai,20:05,"02h 20m","3,343",non-stop
02-08-2023,Indigo,economy,Delhi,23:35,Mumbai,01:45,"02h 10m","3,031",non-stop
02-08-2023,Indigo,economy,Delhi,09:30,Mumbai,12:00,"02h 30m","3,031",non-stop
02-08-2023,Indigo,economy,Delhi,09:05,Mumbai,13:15,"04h 10m","3,085",1-stop
02-08-2023,Indigo,economy,Delhi,09:35,Mumbai,14:35,"05h 00m","3,085",1-stop
02-08-2023,AirAsia,economy,Delhi,09:35,Mumbai,00:35,"15h 00m","3,133",1-stop
02-08-2023,Indigo,economy,Delhi,04:55,Mumbai,11:30,"06h 35m","3,321",1-stop
02-08-2023,"GO FIRST",economy,Delhi,16:40,Mumbai,21:25,"04h 45m","3,363",1-stop
02-08-2023,"GO FIRST",economy,Delhi,19:55,Mumbai,02:00,"06h 05m","3,363",1-stop
02-08-2023,"GO FIRST",economy,Delhi,16:40,Mumbai,02:00,"09h 20m","3,363",1-stop
02-08-2023,SpiceJet,economy,Delhi,19:20,Mumbai,10:35,"15h 15m","3,568",1-stop
02-08-2023,"GO FIRST",economy,Delhi,21:00,Mumbai,23:15,"02h 15m","3,605",non-stop
02-08-2023,Indigo,economy,Delhi,09:35,Mumbai,18:50,"09h 15m","3,659",1-stop
02-08-2023,"Air India",economy,Delhi,20:00,Mumbai,20:45,"24h 45m","3,714",1-stop
02-08-2023,AirAsia,economy,Delhi,20:00,Mumbai,22:15,"02h 15m","3,770",non-stop
02-08-2023,AirAsia,economy,Delhi,20:00,Mumbai,02:25,"06h 25m","3,770",1-stop
02-08-2023,AirAsia,economy,Delhi,09:35,Mumbai,20:35,"11h 00m","3,770",1-stop
02-08-2023,AirAsia,economy,Delhi,12:40,Mumbai,02:25,"13h 45m","3,770",1-stop
02-08-2023,AirAsia,economy,Delhi,12:20,Mumbai,02:25,"14h 05m","3,770",1-stop
02-08-2023,"Air India",economy,Delhi,09:45,Mumbai,23:55,"14h 10m","3,869",1-stop
02-08-2023,Indigo,economy,Delhi,17:55,Mumbai,23:15,"05h 20m","3,999",1-stop
02-08-2023,Indigo,economy,Delhi,12:55,Mumbai,23:15,"10h 20m","3,999",1-stop
02-08-2023,SpiceJet,economy,Delhi,15:30,Mumbai,12:35,"21h 05m","4,017",1-stop
02-08-2023,Indigo,economy,Delhi,22:15,Mumbai,05:55,"07h 40m","4,060",1-stop
02-08-2023,Indigo,economy,Delhi,20:20,Mumbai,05:55,"09h 35m","4,060",1-stop
02-08-2023,"Air India",economy,Delhi,19:00,Mumbai,15:50,"20h 50m","4,063",1-stop
02-08-2023,Vistara,economy,Delhi,17:10,Mumbai,11:30,"18h 20m","4,425",1-stop
02-08-2023,Vistara,economy,Delhi,13:40,Mumbai,11:30,"21h 50m","4,425",1-stop
02-08-2023,Indigo,economy,Delhi,12:00,Mumbai,14:10,"02h 10m","4,159",non-stop
02-08-2023,Indigo,economy,Delhi,17:15,Mumbai,19:25,"02h 10m","4,159",non-stop
02-08-2023,Indigo,economy,Delhi,14:20,Mumbai,16:35,"02h 15m","4,159",non-stop
02-08-2023,"Air India",economy,Delhi,08:40,Mumbai,09:45,"25h 05m","4,203",1-stop
02-08-2023,Indigo,economy,Delhi,05:15,Mumbai,10:05,"04h 50m","4,288",1-stop
02-08-2023,"Air India",economy,Delhi,08:10,Mumbai,23:55,"15h 45m","4,294",1-stop
02-08-2023,"Air India",economy,Delhi,21:25,Mumbai,23:55,"26h 30m","4,294",1-stop
02-08-2023,Indigo,economy,Delhi,15:10,Mumbai,23:25,"08h 15m","4,313",1-stop
02-08-2023,Indigo,economy,Delhi,05:30,Mumbai,10:55,"05h 25m","4,699",1-stop
02-08-2023,Indigo,economy,Delhi,14:05,Mumbai,22:25,"08h 20m","4,699",1-stop
02-08-2023,Indigo,economy,Delhi,18:40,Mumbai,20:50,"02h 10m","4,371",non-stop
02-08-2023,Indigo,economy,Delhi,16:00,Mumbai,18:15,"02h 15m","4,371",non-stop
02-08-2023,Indigo,economy,Delhi,21:15,Mumbai,23:30,"02h 15m","4,371",non-stop
02-08-2023,Vistara,economy,Delhi,07:10,Mumbai,14:30,"07h 20m","4,738",1-stop
02-08-2023,Vistara,economy,Delhi,07:10,Mumbai,09:00,"25h 50m","4,738",1-stop
02-08-2023,SpiceJet,economy,Delhi,19:20,Mumbai,23:50,"04h 30m","4,385",1-stop
02-08-2023,Indigo,economy,Delhi,13:50,Mumbai,19:50,"06h 00m","4,398",1-stop
02-08-2023,AirAsia,economy,Delhi,14:40,Mumbai,22:25,"07h 45m","4,430",1-stop
