flight_date,airline,class,from,dep_time,to,arr_time,duration,price,stops
26-06-2023,SpiceJet,economy,Delhi,18:55,Mumbai,21:05,"02h 10m","6,013",non-stop
26-06-2023,SpiceJet,economy,Delhi,06:20,Mumbai,08:40,"02h 20m","6,013",non-stop
26-06-2023,AirAsia,economy,Delhi,04:25,Mumbai,06:35,"02h 10m","6,016",non-stop
26-06-2023,Vistara,economy,Delhi,10:20,Mumbai,12:35,"02h 15m","6,015",non-stop
26-06-2023,Vistara,economy,Delhi,08:50,Mumbai,11:10,"02h 20m","6,015",non-stop
26-06-2023,Vistara,economy,Delhi,11:40,Mumbai,14:00,"02h 20m","6,015",non-stop
26-06-2023,Vistara,economy,Delhi,09:30,Mumbai,11:35,"02h 05m","6,121",non-stop
26-06-2023,Vistara,economy,Delhi,14:20,Mumbai,16:30,"02h 10m","6,121",non-stop
26-06-2023,"GO FIRST",economy,Delhi,08:00,Mumbai,10:10,"02h 10m","6,014",non-stop
26-06-2023,"GO FIRST",economy,Delhi,14:20,Mumbai,16:35,"02h 15m","6,014",non-stop
26-06-2023,"GO FIRST",economy,Delhi,15:00,Mumbai,17:15,"02h 15m","6,014",non-stop
26-06-2023,"GO FIRST",economy,Delhi,10:30,Mumbai,12:50,"02h 20m","6,014",non-stop
26-06-2023,Indigo,economy,Delhi,07:15,Mumbai,09:25,"02h 10m","6,015",non-stop
26-06-2023,Indigo,economy,Delhi,12:00,Mumbai,14:10,"02h 10m","6,015",non-stop
26-06-2023,Indigo,economy,Delhi,14:20,Mumbai,16:35,"02h 15m","6,015",non-stop
26-06-2023,Indigo,economy,Delhi,08:45,Mumbai,11:05,"02h 20m","6,015",non-stop
26-06-2023,"Air India",economy,Delhi,07:00,Mumbai,09:05,"02h 05m","6,015",non-stop
26-06-2023,"Air India",economy,Delhi,08:00,Mumbai,10:10,"02h 10m","6,015",non-stop
26-06-2023,AirAsia,economy,Delhi,19:00,Mumbai,07:15,"12h 15m","6,008",1-stop
26-06-2023,AirAsia,economy,Delhi,19:00,Mumbai,11:20,"16h 20m","6,008",1-stop
26-06-2023,"GO FIRST",economy,Delhi,06:25,Mumbai,18:10,"11h 45m","6,014",1-stop
26-06-2023,"GO FIRST",economy,Delhi,05:50,Mumbai,20:20,"14h 30m","6,014",1-stop
26-06-2023,"GO FIRST",economy,Delhi,19:25,Mumbai,11:05,"15h 40m","6,014",1-stop
26-06-2023,"Air India",economy,Delhi,17:50,Mumbai,21:35,"03h 45m","6,015","1-stop
												Via IXU
												"
26-06-2023,Indigo,economy,Delhi,09:30,Mumbai,12:00,"02h 30m","6,227",non-stop
26-06-2023,Vistara,economy,Delhi,15:30,Mumbai,17:40,"02h 10m","6,757",non-stop
26-06-2023,Indigo,economy,Delhi,17:15,Mumbai,19:25,"02h 10m","6,651",non-stop
26-06-2023,AirAsia,economy,Delhi,08:20,Mumbai,14:10,"05h 50m","8,958",1-stop
26-06-2023,SpiceJet,economy,Delhi,19:45,Mumbai,22:05,"02h 20m","10,363",non-stop
26-06-2023,Indigo,economy,Delhi,18:40,Mumbai,20:50,"02h 10m","10,575",non-stop
26-06-2023,"GO FIRST",economy,Delhi,06:05,Mumbai,14:05,"08h 00m","10,681",1-stop
26-06-2023,Indigo,economy,Delhi,13:50,Mumbai,19:50,"06h 00m","10,946",1-stop
26-06-2023,Vistara,economy,Delhi,17:35,Mumbai,08:15,"14h 40m","12,272",1-stop
26-06-2023,Vistara,economy,Delhi,16:05,Mumbai,08:15,"16h 10m","12,272",1-stop
26-06-2023,Vistara,economy,Delhi,14:15,Mumbai,08:15,"18h 00m","12,272",1-stop
26-06-2023,Vistara,economy,Delhi,09:05,Mumbai,08:15,"23h 10m","12,272",1-stop
26-06-2023,Vistara,economy,Delhi,08:05,Mumbai,08:15,"24h 10m","12,272",1-stop
26-06-2023,"Air India",economy,Delhi,04:55,Mumbai,13:45,"08h 50m","12,019",1-stop
26-06-2023,SpiceJet,economy,Delhi,19:20,Mumbai,23:50,"04h 30m","12,244",1-stop
26-06-2023,SpiceJet,economy,Delhi,19:20,Mumbai,10:35,"15h 15m","12,244",1-stop
26-06-2023,"Air India",economy,Delhi,21:35,Mumbai,08:35,"11h 00m","12,272",1-stop
26-06-2023,"Air India",economy,Delhi,13:30,Mumbai,08:35,"19h 05m","12,272",1-stop
26-06-2023,"Air India",economy,Delhi,09:45,Mumbai,08:35,"22h 50m","12,272",1-stop
26-06-2023,"Air India",economy,Delhi,06:10,Mumbai,08:35,"26h 25m","12,272",1-stop
26-06-2023,"Air India",economy,Delhi,21:15,Mumbai,15:00,"17h 45m","12,337",1-stop
26-06-2023,SpiceJet,economy,Delhi,17:00,Mumbai,12:35,"19h 35m","12,352",1-stop
26-06-2023,Vistara,economy,Delhi,17:45,Mumbai,20:05,"02h 20m","12,908",non-stop
26-06-2023,Vistara,economy,Delhi,13:20,Mumbai,16:00,"26h 40m","13,014",1-stop
26-06-2023,AirAsia,economy,Delhi,16:05,Mumbai,07:15,"15h 10m","12,664",1-stop
26-06-2023,"Air India",economy,Delhi,19:00,Mumbai,15:50,"20h 50m","13,067",1-stop
26-06-2023,"Air India",economy,Delhi,20:40,Mumbai,08:05,"11h 25m","13,120",1-stop
26-06-2023,"Air India",economy,Delhi,09:50,Mumbai,08:05,"22h 15m","13,120",1-stop
26-06-2023,"Air India",economy,Delhi,06:05,Mumbai,08:05,"26h 00m","13,120",1-stop
26-06-2023,"Air India",economy,Delhi,15:50,Mumbai,13:35,"21h 45m","13,217",1-stop
26-06-2023,Indigo,economy,Delhi,14:05,Mumbai,17:55,"03h 50m","13,412",1-stop
26-06-2023,Indigo,economy,Delhi,18:00,Mumbai,22:25,"04h 25m","13,412",1-stop
26-06-2023,Indigo,economy,Delhi,10:15,Mumbai,17:55,"07h 40m","13,412",1-stop
26-06-2023,Indigo,economy,Delhi,14:05,Mumbai,22:25,"08h 20m","13,412",1-stop
26-06-2023,Indigo,economy,Delhi,21:50,Mumbai,08:15,"10h 25m","13,412",1-stop
26-06-2023,Vistara,economy,Delhi,14:45,Mumbai,14:30,"23h 45m","13,810",1-stop
26-06-2023,"Air India",economy,Delhi,16:55,Mumbai,12:25,"19h 30m","13,544",1-stop
26-06-2023,Vistara,economy,Delhi,06:30,Mumbai,13:00,"06h 30m","14,074",1-stop
26-06-2023,Vistara,economy,Delhi,19:50,Mumbai,08:15,"12h 25m","14,180",1-stop
26-06-2023,Vistara,economy,Delhi,15:55,Mumbai,13:00,"21h 05m","14,180",1-stop
26-06-2023,Vistara,economy,Delhi,17:35,Mumbai,20:15,"26h 40m","14,234",1-stop
26-06-2023,Vistara,economy,Delhi,16:05,Mumbai,20:15,"28h 10m","14,234",1-stop
26-06-2023,Vistara,economy,Delhi,17:35,Mumbai,21:50,"28h 15m","14,234",1-stop
26-06-2023,Indigo,economy,Delhi,12:45,Mumbai,20:45,"08h 00m","13,905",1-stop
26-06-2023,"GO FIRST",economy,Delhi,12:50,Mumbai,22:05,"09h 15m","14,071",1-stop
26-06-2023,Vistara,economy,Delhi,20:35,Mumbai,14:30,"17h 55m","14,552",1-stop
26-06-2023,Vistara,economy,Delhi,20:35,Mumbai,23:00,"26h 25m","14,552",1-stop
26-06-2023,"Air India",economy,Delhi,20:15,Mumbai,12:25,"16h 10m","14,393",1-stop
26-06-2023,"GO FIRST",economy,Delhi,09:10,Mumbai,16:15,"07h 05m","14,684",1-stop
26-06-2023,Vistara,economy,Delhi,06:30,Mumbai,20:20,"13h 50m","15,135",1-stop
26-06-2023,"Air India",economy,Delhi,15:30,Mumbai,23:05,"07h 35m","14,817",1-stop
26-06-2023,"Air India",economy,Delhi,16:15,Mumbai,08:05,"15h 50m","15,347",1-stop
26-06-2023,Vistara,economy,Delhi,19:00,Mumbai,21:15,"02h 15m","15,877",non-stop
26-06-2023,Vistara,economy,Delhi,19:50,Mumbai,20:15,"24h 25m","16,143",1-stop
26-06-2023,Vistara,economy,Delhi,19:50,Mumbai,21:50,"26h 00m","16,143",1-stop
26-06-2023,Indigo,economy,Delhi,09:05,Mumbai,13:15,"04h 10m","15,877",1-stop
26-06-2023,SpiceJet,economy,Delhi,07:45,Mumbai,12:00,"04h 15m","15,877",1-stop
26-06-2023,Indigo,economy,Delhi,07:20,Mumbai,12:25,"05h 05m","15,877",1-stop
26-06-2023,"Air India",economy,Delhi,17:05,Mumbai,22:25,"29h 20m","16,407",1-stop
26-06-2023,Vistara,economy,Delhi,17:10,Mumbai,21:35,"04h 25m","16,779",1-stop
26-06-2023,Vistara,economy,Delhi,06:30,Mumbai,23:30,"17h 00m","16,832",1-stop
26-06-2023,Vistara,economy,Delhi,19:55,Mumbai,22:35,"26h 40m","16,832",1-stop
26-06-2023,"Air India",economy,Delhi,16:55,Mumbai,20:05,"27h 10m","16,620",1-stop
26-06-2023,"Air India",economy,Delhi,20:00,Mumbai,20:45,"24h 45m","16,832",1-stop
26-06-2023,Vistara,economy,Delhi,16:05,Mumbai,21:50,"05h 45m","17,521",1-stop
26-06-2023,Vistara,economy,Delhi,14:15,Mumbai,21:50,"07h 35m","17,521",1-stop
26-06-2023,Vistara,economy,Delhi,09:05,Mumbai,21:50,"12h 45m","17,521",1-stop
26-06-2023,Vistara,economy,Delhi,08:05,Mumbai,21:50,"13h 45m","17,521",1-stop
26-06-2023,Vistara,economy,Delhi,17:35,Mumbai,11:25,"17h 50m","17,521",1-stop
26-06-2023,Vistara,economy,Delhi,07:30,Mumbai,13:00,"05h 30m","17,574",1-stop
26-06-2023,Vistara,economy,Delhi,17:30,Mumbai,13:00,"19h 30m","17,680",1-stop
26-06-2023,Vistara,economy,Delhi,15:55,Mumbai,23:30,"07h 35m","17,786",1-stop
26-06-2023,"Air India",economy,Delhi,20:15,Mumbai,20:05,"23h 50m","17,468",1-stop
26-06-2023,Vistara,economy,Delhi,13:20,Mumbai,18:20,"05h 00m","17,840",1-stop
26-06-2023,"Air India",economy,Delhi,21:25,Mumbai,23:55,"26h 30m","18,210",1-stop
26-06-2023,Vistara,economy,Delhi,17:40,Mumbai,14:30,"20h 50m","18,582",1-stop
26-06-2023,Vistara,economy,Delhi,07:30,Mumbai,20:20,"12h 50m","18,635",1-stop
26-06-2023,"GO FIRST",economy,Delhi,09:15,Mumbai,18:10,"08h 55m","18,672",1-stop
26-06-2023,Vistara,economy,Delhi,14:15,Mumbai,20:15,"06h 00m","19,112",1-stop
26-06-2023,Vistara,economy,Delhi,09:05,Mumbai,20:15,"11h 10m","19,112",1-stop
26-06-2023,Vistara,economy,Delhi,08:05,Mumbai,20:15,"12h 10m","19,112",1-stop
26-06-2023,Vistara,economy,Delhi,19:50,Mumbai,11:25,"15h 35m","19,430",1-stop
26-06-2023,Vistara,economy,Delhi,19:55,Mumbai,11:40,"15h 45m","20,119",1-stop
26-06-2023,"Air India",economy,Delhi,12:10,Mumbai,20:05,"07h 55m","19,907",1-stop
26-06-2023,"Air India",economy,Delhi,06:50,Mumbai,20:05,"13h 15m","19,907",1-stop
26-06-2023,Vistara,economy,Delhi,07:30,Mumbai,23:30,"16h 00m","20,331",1-stop
26-06-2023,"Air India",economy,Delhi,18:40,Mumbai,17:25,"22h 45m","20,013",1-stop
26-06-2023,Vistara,economy,Delhi,17:30,Mumbai,23:30,"06h 00m","21,286",1-stop
26-06-2023,"GO FIRST",economy,Delhi,11:50,Mumbai,18:10,"06h 20m","21,322",1-stop
26-06-2023,"Air India",economy,Delhi,10:35,Mumbai,17:50,"07h 15m","23,438",1-stop
26-06-2023,"Air India",economy,Delhi,09:50,Mumbai,15:55,"30h 05m","24,785","1-stop
												Via Chennai
												"
26-06-2023,"Air India",economy,Delhi,06:50,Mumbai,17:50,"11h 00m","26,058",1-stop
26-06-2023,Vistara,economy,Delhi,17:25,Mumbai,11:40,"18h 15m","27,543",1-stop
26-06-2023,"Air India",economy,Delhi,11:20,Mumbai,17:25,"06h 05m","29,876",1-stop
27-06-2023,SpiceJet,economy,Delhi,07:20,Mumbai,09:35,"02h 15m","6,013",non-stop
27-06-2023,SpiceJet,economy,Delhi,19:45,Mumbai,22:05,"02h 20m","6,013",non-stop
27-06-2023,Vistara,economy,Delhi,09:30,Mumbai,11:35,"02h 05m","6,015",non-stop
27-06-2023,Vistara,economy,Delhi,19:50,Mumbai,22:00,"02h 10m","6,015",non-stop
27-06-2023,Vistara,economy,Delhi,19:00,Mumbai,21:15,"02h 15m","6,015",non-stop
27-06-2023,Vistara,economy,Delhi,08:50,Mumbai,11:10,"02h 20m","6,015",non-stop
27-06-2023,Vistara,economy,Delhi,17:45,Mumbai,20:05,"02h 20m","6,015",non-stop
27-06-2023,Vistara,economy,Delhi,20:40,Mumbai,22:50,"02h 10m","6,121",non-stop
27-06-2023,"GO FIRST",economy,Delhi,08:00,Mumbai,10:10,"02h 10m","6,014",non-stop
27-06-2023,"GO FIRST",economy,Delhi,14:20,Mumbai,16:35,"02h 15m","6,014",non-stop
27-06-2023,"GO FIRST",economy,Delhi,19:40,Mumbai,21:55,"02h 15m","6,014",non-stop
27-06-2023,"GO FIRST",economy,Delhi,21:00,Mumbai,23:15,"02h 15m","6,014",non-stop
27-06-2023,"GO FIRST",economy,Delhi,10:30,Mumbai,12:50,"02h 20m","6,014",non-stop
27-06-2023,"GO FIRST",economy,Delhi,18:50,Mumbai,21:10,"02h 20m","6,014",non-stop
27-06-2023,Indigo,economy,Delhi,07:15,Mumbai,09:25,"02h 10m","6,015",non-stop
27-06-2023,Indigo,economy,Delhi,17:15,Mumbai,19:25,"02h 10m","6,015",non-stop
27-06-2023,Indigo,economy,Delhi,18:40,Mumbai,20:50,"02h 10m","6,015",non-stop
27-06-2023,Indigo,economy,Delhi,10:50,Mumbai,13:05,"02h 15m","6,015",non-stop
27-06-2023,Indigo,economy,Delhi,14:20,Mumbai,16:35,"02h 15m","6,015",non-stop
27-06-2023,Indigo,economy,Delhi,21:15,Mumbai,23:30,"02h 15m","6,015",non-stop
27-06-2023,SpiceJet,economy,Delhi,06:20,Mumbai,08:40,"02h 20m","6,015",non-stop
27-06-2023,Indigo,economy,Delhi,08:45,Mumbai,11:05,"02h 20m","6,015",non-stop
27-06-2023,Indigo,economy,Delhi,09:30,Mumbai,12:00,"02h 30m","6,015",non-stop
27-06-2023,AirAsia,economy,Delhi,04:25,Mumbai,06:35,"02h 10m","6,016",non-stop
27-06-2023,"Air India",economy,Delhi,18:00,Mumbai,20:00,"02h 00m","6,015",non-stop
27-06-2023,"Air India",economy,Delhi,07:00,Mumbai,09:05,"02h 05m","6,015",non-stop
27-06-2023,"Air India",economy,Delhi,08:00,Mumbai,10:10,"02h 10m","6,015",non-stop
27-06-2023,"Air India",economy,Delhi,20:00,Mumbai,22:10,"02h 10m","6,015",non-stop
27-06-2023,"Air India",economy,Delhi,19:00,Mumbai,21:15,"02h 15m","6,015",non-stop
27-06-2023,AirAsia,economy,Delhi,19:00,Mumbai,07:15,"12h 15m","6,008",1-stop
27-06-2023,AirAsia,economy,Delhi,19:00,Mumbai,11:20,"16h 20m","6,008",1-stop
27-06-2023,"GO FIRST",economy,Delhi,08:00,Mumbai,20:20,"12h 20m","6,014",1-stop
27-06-2023,"GO FIRST",economy,Delhi,19:25,Mumbai,07:45,"12h 20m","6,014",1-stop
27-06-2023,"Air India",economy,Delhi,14:30,Mumbai,18:00,"03h 30m","6,015","1-stop
												Via Indore
												"
27-06-2023,"Air India",economy,Delhi,17:50,Mumbai,21:35,"03h 45m","6,015","1-stop
												Via IXU
												"
27-06-2023,Vistara,economy,Delhi,10:20,Mumbai,12:35,"02h 15m","6,439",non-stop
27-06-2023,Vistara,economy,Delhi,14:20,Mumbai,16:30,"02h 10m","7,605",non-stop
27-06-2023,Vistara,economy,Delhi,15:30,Mumbai,17:40,"02h 10m","7,605",non-stop
27-06-2023,Vistara,economy,Delhi,11:40,Mumbai,14:00,"02h 20m","7,605",non-stop
27-06-2023,AirAsia,economy,Delhi,16:05,Mumbai,07:15,"15h 10m","7,493",1-stop
27-06-2023,Indigo,economy,Delhi,12:00,Mumbai,14:10,"02h 10m","7,923",non-stop
27-06-2023,Indigo,economy,Delhi,06:25,Mumbai,16:40,"10h 15m","8,480",1-stop
27-06-2023,SpiceJet,economy,Delhi,19:20,Mumbai,23:50,"04h 30m","8,958",1-stop
27-06-2023,SpiceJet,economy,Delhi,19:20,Mumbai,10:35,"15h 15m","9,275",1-stop
27-06-2023,"Air India",economy,Delhi,05:15,Mumbai,12:30,"07h 15m","9,938","1-stop
												Via RPR
												"
27-06-2023,"Air India",economy,Delhi,09:45,Mumbai,23:55,"14h 10m","9,938",1-stop
27-06-2023,"Air India",economy,Delhi,08:10,Mumbai,23:55,"15h 45m","9,938",1-stop
27-06-2023,Vistara,economy,Delhi,13:40,Mumbai,15:15,"25h 35m","10,672",1-stop
27-06-2023,"Air India",economy,Delhi,12:55,Mumbai,19:15,"06h 20m","10,406",1-stop
27-06-2023,Indigo,economy,Delhi,10:30,Mumbai,14:35,"04h 05m","10,628",1-stop
27-06-2023,"Air India",economy,Delhi,06:05,Mumbai,15:50,"09h 45m","10,628",1-stop
27-06-2023,Vistara,economy,Delhi,20:35,Mumbai,23:00,"26h 25m","11,158",1-stop
27-06-2023,Indigo,economy,Delhi,18:00,Mumbai,22:25,"04h 25m","10,946",1-stop
27-06-2023,Indigo,economy,Delhi,14:05,Mumbai,22:25,"08h 20m","10,946",1-stop
27-06-2023,Indigo,economy,Delhi,21:50,Mumbai,08:15,"10h 25m","10,946",1-stop
27-06-2023,"Air India",economy,Delhi,17:15,Mumbai,23:55,"06h 40m","11,211",1-stop
27-06-2023,Indigo,economy,Delhi,12:45,Mumbai,20:45,"08h 00m","11,439",1-stop
27-06-2023,Indigo,economy,Delhi,10:00,Mumbai,19:40,"09h 40m","11,795",2+-stop
27-06-2023,Vistara,economy,Delhi,19:50,Mumbai,08:15,"12h 25m","12,272",1-stop
27-06-2023,Vistara,economy,Delhi,17:35,Mumbai,08:15,"14h 40m","12,272",1-stop
27-06-2023,Vistara,economy,Delhi,16:05,Mumbai,08:15,"16h 10m","12,272",1-stop
27-06-2023,Vistara,economy,Delhi,08:05,Mumbai,08:15,"24h 10m","12,272",1-stop
27-06-2023,Indigo,economy,Delhi,14:05,Mumbai,17:55,"03h 50m","11,932",1-stop
27-06-2023,Indigo,economy,Delhi,10:15,Mumbai,17:55,"07h 40m","11,932",1-stop
27-06-2023,"Air India",economy,Delhi,04:55,Mumbai,15:00,"10h 05m","12,019",1-stop
27-06-2023,Vistara,economy,Delhi,10:25,Mumbai,23:00,"12h 35m","12,431",1-stop
27-06-2023,Vistara,economy,Delhi,17:10,Mumbai,21:35,"04h 25m","12,696",1-stop
27-06-2023,Vistara,economy,Delhi,09:05,Mumbai,08:15,"23h 10m","12,696",1-stop
27-06-2023,Vistara,economy,Delhi,07:30,Mumbai,14:30,"07h 00m","12,749",1-stop
27-06-2023,Vistara,economy,Delhi,14:45,Mumbai,23:00,"08h 15m","12,749",1-stop
27-06-2023,Vistara,economy,Delhi,07:30,Mumbai,23:00,"15h 30m","12,749",1-stop
27-06-2023,"Air India",economy,Delhi,06:20,Mumbai,13:35,"07h 15m","12,421",1-stop
27-06-2023,Indigo,economy,Delhi,22:15,Mumbai,08:25,"10h 10m","12,425",1-stop
27-06-2023,"Air India",economy,Delhi,21:35,Mumbai,21:05,"23h 30m","12,590",1-stop
27-06-2023,Vistara,economy,Delhi,14:15,Mumbai,08:15,"18h 00m","13,120",1-stop
27-06-2023,"Air India",economy,Delhi,10:55,Mumbai,00:10,"13h 15m","12,802",1-stop
27-06-2023,SpiceJet,economy,Delhi,15:45,Mumbai,17:30,"25h 45m","12,979",1-stop
27-06-2023,"Air India",economy,Delhi,20:40,Mumbai,08:05,"11h 25m","13,120",1-stop
27-06-2023,"Air India",economy,Delhi,10:55,Mumbai,22:25,"11h 30m","13,120",1-stop
27-06-2023,"Air India",economy,Delhi,20:15,Mumbai,12:25,"16h 10m","13,120",1-stop
27-06-2023,"Air India",economy,Delhi,16:55,Mumbai,12:25,"19h 30m","13,120",1-stop
27-06-2023,"Air India",economy,Delhi,10:55,Mumbai,08:20,"21h 25m","13,120",1-stop
27-06-2023,"GO FIRST",economy,Delhi,06:00,Mumbai,20:15,"14h 15m","13,200",1-stop
27-06-2023,"GO FIRST",economy,Delhi,08:00,Mumbai,15:45,"07h 45m","13,454",1-stop
27-06-2023,Vistara,economy,Delhi,17:40,Mumbai,23:00,"05h 20m","13,810",1-stop
27-06-2023,Vistara,economy,Delhi,15:55,Mumbai,13:00,"21h 05m","13,968",1-stop
27-06-2023,Vistara,economy,Delhi,16:05,Mumbai,21:50,"05h 45m","14,234",1-stop
27-06-2023,Vistara,economy,Delhi,08:05,Mumbai,20:15,"12h 10m","14,234",1-stop
27-06-2023,Vistara,economy,Delhi,08:05,Mumbai,21:50,"13h 45m","14,234",1-stop
27-06-2023,"Air India",economy,Delhi,16:15,Mumbai,08:05,"15h 50m","13,968",1-stop
27-06-2023,"GO FIRST",economy,Delhi,06:25,Mumbai,18:10,"11h 45m","14,270",1-stop
27-06-2023,Vistara,economy,Delhi,09:05,Mumbai,20:15,"11h 10m","14,658",1-stop
27-06-2023,Vistara,economy,Delhi,09:05,Mumbai,21:50,"12h 45m","14,658",1-stop
27-06-2023,"Air India",economy,Delhi,10:55,Mumbai,16:35,"05h 40m","14,393",1-stop
27-06-2023,"GO FIRST",economy,Delhi,18:40,Mumbai,09:50,"15h 10m","14,553",1-stop
27-06-2023,"GO FIRST",economy,Delhi,16:40,Mumbai,21:25,"04h 45m","14,632",1-stop
27-06-2023,Vistara,economy,Delhi,14:15,Mumbai,20:15,"06h 00m","15,082",1-stop
27-06-2023,Vistara,economy,Delhi,14:15,Mumbai,21:50,"07h 35m","15,082",1-stop
27-06-2023,Vistara,economy,Delhi,13:40,Mumbai,21:35,"07h 55m","15,188",1-stop
27-06-2023,Vistara,economy,Delhi,19:50,Mumbai,11:25,"15h 35m","15,507",1-stop
27-06-2023,Vistara,economy,Delhi,17:35,Mumbai,11:25,"17h 50m","15,507",1-stop
27-06-2023,Vistara,economy,Delhi,16:05,Mumbai,11:25,"19h 20m","15,507",1-stop
27-06-2023,Vistara,economy,Delhi,19:50,Mumbai,21:50,"26h 00m","15,507",1-stop
27-06-2023,Vistara,economy,Delhi,17:35,Mumbai,21:50,"28h 15m","15,507",1-stop
27-06-2023,"GO FIRST",economy,Delhi,09:10,Mumbai,16:15,"07h 05m","15,268",1-stop
27-06-2023,"Air India",economy,Delhi,06:05,Mumbai,08:05,"26h 00m","15,347",1-stop
27-06-2023,Indigo,economy,Delhi,07:20,Mumbai,12:25,"05h 05m","15,384",1-stop
27-06-2023,"Air India",economy,Delhi,16:50,Mumbai,23:05,"06h 15m","15,665",1-stop
27-06-2023,Indigo,economy,Delhi,09:05,Mumbai,13:15,"04h 10m","15,877",1-stop
27-06-2023,SpiceJet,economy,Delhi,07:45,Mumbai,12:00,"04h 15m","15,877",1-stop
27-06-2023,Indigo,economy,Delhi,12:55,Mumbai,23:15,"10h 20m","15,877",1-stop
27-06-2023,"Air India",economy,Delhi,06:50,Mumbai,20:05,"13h 15m","16,195",1-stop
27-06-2023,Vistara,economy,Delhi,13:30,Mumbai,22:35,"09h 05m","16,726",1-stop
27-06-2023,Vistara,economy,Delhi,07:10,Mumbai,22:35,"15h 25m","16,726",1-stop
27-06-2023,"GO FIRST",economy,Delhi,06:05,Mumbai,14:05,"08h 00m","16,991",1-stop
27-06-2023,Vistara,economy,Delhi,19:50,Mumbai,20:15,"24h 25m","17,521",1-stop
27-06-2023,Vistara,economy,Delhi,17:35,Mumbai,20:15,"26h 40m","17,521",1-stop
27-06-2023,"GO FIRST",economy,Delhi,12:50,Mumbai,22:05,"09h 15m","17,307",1-stop
27-06-2023,"Air India",economy,Delhi,20:15,Mumbai,20:05,"23h 50m","18,316",1-stop
27-06-2023,"Air India",economy,Delhi,16:55,Mumbai,20:05,"27h 10m","18,316",1-stop
27-06-2023,Vistara,economy,Delhi,13:20,Mumbai,18:20,"05h 00m","19,536",1-stop
27-06-2023,Vistara,economy,Delhi,13:20,Mumbai,16:00,"26h 40m","19,749",1-stop
27-06-2023,Vistara,economy,Delhi,06:30,Mumbai,13:00,"06h 30m","20,013","1-stop
												Via Lucknow
												"
27-06-2023,"Air India",economy,Delhi,10:15,Mumbai,15:05,"04h 50m","20,649",1-stop
27-06-2023,"Air India",economy,Delhi,13:15,Mumbai,15:05,"25h 50m","21,392","1-stop
												Via GOP
												"
27-06-2023,"Air India",economy,Delhi,14:10,Mumbai,23:05,"08h 55m","22,558",1-stop
27-06-2023,"GO FIRST",economy,Delhi,10:50,Mumbai,18:20,"07h 30m","23,514",1-stop
27-06-2023,"GO FIRST",economy,Delhi,10:50,Mumbai,19:40,"08h 50m","23,514",1-stop
27-06-2023,Vistara,economy,Delhi,11:10,Mumbai,14:45,"27h 35m","24,733",1-stop
27-06-2023,"Air India",economy,Delhi,07:05,Mumbai,15:05,"08h 00m","25,104",1-stop
27-06-2023,Vistara,economy,Delhi,15:55,Mumbai,20:20,"28h 25m","26,164",1-stop
27-06-2023,Vistara,economy,Delhi,06:30,Mumbai,20:20,"13h 50m","29,452","1-stop
												Via Lucknow
												"
27-06-2023,"Air India",economy,Delhi,11:00,Mumbai,17:25,"06h 25m","29,876",1-stop
28-06-2023,SpiceJet,economy,Delhi,07:20,Mumbai,09:35,"02h 15m","6,013",non-stop
28-06-2023,SpiceJet,economy,Delhi,06:20,Mumbai,08:40,"02h 20m","6,013",non-stop
28-06-2023,SpiceJet,economy,Delhi,19:45,Mumbai,22:05,"02h 20m","6,013",non-stop
28-06-2023,Vistara,economy,Delhi,09:30,Mumbai,11:35,"02h 05m","6,015",non-stop
28-06-2023,Vistara,economy,Delhi,10:20,Mumbai,12:35,"02h 15m","6,015",non-stop
28-06-2023,Vistara,economy,Delhi,08:50,Mumbai,11:10,"02h 20m","6,015",non-stop
28-06-2023,"GO FIRST",economy,Delhi,08:00,Mumbai,10:10,"02h 10m","6,014",non-stop
28-06-2023,"GO FIRST",economy,Delhi,19:40,Mumbai,21:55,"02h 15m","6,014",non-stop
28-06-2023,"GO FIRST",economy,Delhi,10:30,Mumbai,12:50,"02h 20m","6,014",non-stop
28-06-2023,"GO FIRST",economy,Delhi,18:50,Mumbai,21:10,"02h 20m","6,014",non-stop
28-06-2023,Indigo,economy,Delhi,07:15,Mumbai,09:25,"02h 10m","6,015",non-stop
28-06-2023,Indigo,economy,Delhi,10:50,Mumbai,13:05,"02h 15m","6,015",non-stop
28-06-2023,Indigo,economy,Delhi,08:45,Mumbai,11:05,"02h 20m","6,015",non-stop
28-06-2023,Indigo,economy,Delhi,09:30,Mumbai,12:00,"02h 30m","6,015",non-stop
28-06-2023,AirAsia,economy,Delhi,04:25,Mumbai,06:35,"02h 10m","6,016",non-stop
28-06-2023,"Air India",economy,Delhi,07:00,Mumbai,09:05,"02h 05m","6,015",non-stop
28-06-2023,"Air India",economy,Delhi,08:00,Mumbai,10:10,"02h 10m","6,015",non-stop
28-06-2023,"Air India",economy,Delhi,20:00,Mumbai,22:10,"02h 10m","6,015",non-stop
28-06-2023,"Air India",economy,Delhi,19:00,Mumbai,21:15,"02h 15m","6,015",non-stop
28-06-2023,"GO FIRST",economy,Delhi,19:25,Mumbai,07:45,"12h 20m","6,014",1-stop
28-06-2023,"GO FIRST",economy,Delhi,06:05,Mumbai,21:50,"15h 45m","6,014",1-stop
28-06-2023,"Air India",economy,Delhi,17:50,Mumbai,21:35,"03h 45m","6,015","1-stop
												Via IXU
												"
28-06-2023,Vistara,economy,Delhi,19:50,Mumbai,22:00,"02h 10m","6,439",non-stop
